测试专用,#genre#
2006年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4
2007年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
2008年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzNTNfMF8z_b_Bd7346962e61bd7b84e11a1fa6e4616f9.mp4
2009年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzOTBfMF8z_b_B29a36a85e0277f6c2a1f033ef7c10708.mp4
2010年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ0MjlfMF8z_b_B8818807a00eed329a69fb494f405bd43.mp4
2011年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/16/11/BMjAyMzAxMTYxMTA3MjFfNDAzMDAxOTlfOTM3MjcyMjA3ODhfMF8z_b_B8214200efc869dc6fcf99dad619fa4c1.mp4
2013年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ1NjNfMF8z_b_B4fea55408dca4471a68a963ae096be59.mp4
2014年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTNfNDAzMDAxOTlfOTI4OTY2ODAzNjlfMF8z_b_Bdee65c77f9e7b2120a185c919dad81d2.mp4
2015年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2MTZfMF8z_b_B4851f43f5a2bc2871a9b0ec87294a6e7.mp4
2017年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQ2NDhfMF8z_b_B6527b0c2ce3dda1d9b3f34edd4fdb9aa.mp4
2018年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2019年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/06/16/BMjAyMzAxMDYxNjMxMTRfNDAzMDAxOTlfOTI4OTY2ODE2MTBfMF8z_b_B11a778e34390a21de42d407e94f45b91.mp4
2020年春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzA5NDdfNDAzMDAxOTlfNjYxNzQ2MDAyMTFfMF8z_b_B5d51d9564c5670dc66faeba20aa7af3f.mp4
2021年春晚,https://alimov2.a.kwimgs.com/upic/2022/01/30/17/BMjAyMjAxMzAxNzE4NTJfNDAzMDAxOTlfNjYxNzUzOTg3NjlfMF8z_b_Be41d9503181d7b0608a839ed401e02c2.mp4
2022年春晚,https://alimov2.a.kwimgs.com/upic/2022/02/01/11/BMjAyMjAyMDExMTEwMjNfNDAzMDAxOTlfNjYzNzA4MTk4NzNfMF8z_b_B898cc7ddd0025bf54ddb18ec1f723c84.mp4
2024年春晚,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
2025年春晚,https://res.cctvnews.cctv.com/video/3005/record/cctv/merge1/133396667284143308839013005/8fbd6180bdef4da19f6155cf6b4652e1-4.m3u8
随机点播,#genre#
🔄DJ舞曲[刷新就是新内容],http://xjj1.716888.xyz/fenlei/djxjj/dj1.php
🔄网络热曲[刷新就是新内容],https://188sp.711888.xyz/188/video.php
🔄4K视频[刷新就是新内容],http://xjj1.716888.xyz/fenlei/4k/4k.php
🔄不吃香菜[刷新就是新内容],http://xjj2.716888.xyz/fenlei/mvmn/mvmn.php
🔄美女热舞2[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/gengxin/gengxin.php
🔄美女展示1[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/jipinyz/jipinyz.php
🔄美女展示2[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/xuejie/xuejie.php
🔄美女展示3[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/kawayi/kawayi.php
🔄美女展示4[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/nennen/nennen.php
🔄美女展示5[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/sihuawd/sihuawd.php
🔄美女展示6[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/manyao/manyao.php
🔄美女展示7[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/sihuadd/sihuadd.php
🔄美女展示8[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/qingchun/qingchun.php
🔄美女展示9[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/cos/cos.php
🔄美女展示10[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/heji1/heji1.php
🔄美女展示11[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/jingpinbz/jingpinbz.php
🔄美女展示12[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/jipinll/jipinll.php
🔄美女展示13[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/nideym/nideym.php
🔄美女展示14[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/tianmei/tianmei.php
🔄美女展示15[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/yusi/yusi.php
🔄美女展示16[刷新就是新内容],http://xjj2.716888.xyz/fenlei/tkxjj/tk.php
🔄美女展示17[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/rewu/rewu.php
🔄美女展示18[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/jingpinsc/jingpinsc.php
🔄美女展示20[刷新就是新内容],http://xjj2.716888.xyz/fenlei/zj/heji1/heji1.php
🔄美女展示23[刷新就是新内容],https://v1.21lhz.cn/API/Video/api.php
🔄美女展示24[刷新就是新内容],https://v.nrzj.vip/video.php
🔄美女展示25[刷新就是新内容],http://xjj1.716888.xyz/fenlei/kuan2/v.php
周杰伦歌曲点播,#genre#
瓦解,https://txmov2.a.kwimgs.com/upic/2025/05/18/18/BMjAyNTA1MTgxODM3NDdfMTA1MDEwOTk4Ml8xNjQ2MDE0MjY0NjVfMl8z_b_Bbfb62e6b9d724cd45a3ed462e4c16f39.mp4
分裂,https://alimov2.a.kwimgs.com/upic/2024/10/09/09/BMjAyNDEwMDkwOTA4NDFfMTMxNzAwMDUwNV8xNDU2Nzg0MDk5MDdfMl8z_b_Bf4bc983e2d5804ab066c988ba7652ec5.mp4
2002THEONE演唱会完整版,https://vd3.bdstatic.com/mda-nmgdfvsm9kc46pcz/576p/h264/1671270120913302151/mda-nmgdfvsm9kc46pcz.mp4
2004无与伦比演唱会完整版,https://vd4.bdstatic.com/mda-nmbpre7yr8iug4m1/576p/h264/1670863877948761917/mda-nmbpre7yr8iug4m1.mp4
2007年世界巡回演唱会完整版,https://vd4.bdstatic.com/mda-nmbgya8v797emg7u/576p/h264/1670847005358747234/mda-nmbgya8v797emg7u.mp4
2010超时代演唱会完整版,https://vd2.bdstatic.com/mda-nmc4khkjnn0k62bn/360p/h264/1670901524505595792/mda-nmc4khkjnn0k62bn.mp4
2013摩天轮演唱会完整版,https://vd4.bdstatic.com/mda-nmcex5u2u9puxz6d/576p/h264/1670928165588976698/mda-nmcex5u2u9puxz6d.mp4
2016地表最强演唱会完整版,https://vd2.bdstatic.com/mda-nmd5ujxqrmxh59qj/576p/h264/1670992604552514459/mda-nmd5ujxqrmxh59qj.mp4
2025年上映的电影,#genre#
🇯🇵名侦探柯南：独眼的残像,https://vip.dytt-kan.com/20250701/1577_7e1d842d/index.m3u8
🇺🇸雷霆特攻队,https://vip.dytt-kan.com/20250701/1576_af5afd7f/index.m3u8
🇺🇸雷霆特攻队,https://vip.dytt-kan.com/20250701/1576_af5afd7f/3000k/hls/mixed.m3u8
🇨🇳向阳·花,https://vv.jisuzyv.com/play/zbqGjY3e/index.m3u8
🇨🇳唐探1900,https://cdn7.ryplay7.com/20250430/13863_a013bbdf/index.m3u8
🇺🇸死神来了6：血脉诅咒,https://cdn7.ryplay7.com/20250517/13993_79d81aa2/index.m3u8
🇨🇳不说话的爱,https://vv.jisuzyv.com/play/DdwXXmMe/index.m3u8
🇳🇴丑陋的继姐,https://vv.jisuzyv.com/play/9aABVQ3b/index.m3u8
🇨🇳水饺皇后枪版,https://cdn7.ryplay7.com/20250504/13918_a3ad7825/index.m3u8
🇺🇸碟中谍8：最终清算,https://cdn7.ryplay7.com/20250519/13997_486c32a9/index.m3u8
🇨🇳大风杀,https://cdn7.ryplay7.com/20250504/13916_6393f5e2/index.m3u8
🇺🇸直到黎明,https://vv.jisuzyv.com/play/Pe9l894d/index.m3u8
🇨🇳猎金游戏,https://v.lzcdn25.com/20250504/470_69fda7ff/index.m3u8
🇨🇳根本停不下来,https://vv.jisuzyv.com/play/1aKPnNzb/index.m3u8
🇺🇸我的世界大电影,https://vv.jisuzyv.com/play/NbW5MYJe/index.m3u8
🇨🇳怒水西流,https://cdn7.ryplay7.com/20250509/13943_d7b54b71/index.m3u8
🇺🇸编号17,https://svip.ryplay14.com/20250406/5693_32a360b0/index.m3u8
🇺🇸寻秘不老泉,https://cdn7.ryplay7.com/20250524/14154_94896b58/index.m3u8
🇬🇧峡谷,https://vv.jisuzyv.com/play/YaONBXLe/index.m3u8
🇨🇳我会好好的,https://cdn7.ryplay7.com/20250508/13934_aee8dc8f/index.m3u8
🇨🇳天堂旅行团,https://cdn7.ryplay7.com/20250426/13838_c7dcc1b2/index.m3u8
🇺🇸功夫梦：融合之道,https://cdn7.ryplay7.com/20250521/14127_390d252e/index.m3u8
🇺🇸恐惧街：舞会王后,https://cdn7.ryplay7.com/20250524/14152_1e5f9af8/index.m3u8
🇨🇳苍茫的天涯是我的爱,https://v.lzcdn25.com/20250504/469_d31322e1/index.m3u8
🇺🇸罪人,https://vv.jisuzyv.com/play/YerJ9BBe/index.m3u8
🇺🇸隔空投送,https://vv.jisuzyv.com/play/RdGLEGJe/index.m3u8
🇨🇳陈翔六点半之疯狂代号,https://vv.jisuzyv.com/play/PdyZzAne/index.m3u8
🇺🇸再帮个小忙,https://vv.jisuzyv.com/play/yb8pD82b/index.m3u8
🇺🇸无痛凯恩,https://vv.jisuzyv.com/play/mep4rJNe/index.m3u8
🇺🇸怪猴,https://v.lzcdn24.com/20250326/24741_8a300385/index.m3u8
🇺🇸母爱食堂,https://cdn7.ryplay7.com/20250510/13953_5675681d/index.m3u8
🇺🇸电幻国度,https://v.lzcdn25.com/20250315/125_92b9fd52/index.m3u8
🇮🇳天空部队,https://vv.jisuzyv.com/play/QeZAmVvd/index.m3u8
🇺🇸家教,https://p.bvvvvvvv7f.com/video/jiajiao/HD/index.m3u8
🇺🇸G20峰会,https://vod.360zyx.vip/20250414/3BbDGumY/index.m3u8
🇬🇧毒劫,https://cdn7.ryplay7.com/20250426/13840_df7a3624/index.m3u8
🇹🇭热血雪雕队,https://p.bvvvvvvv7f.com/video/rexuexuediaodui/HD/index.m3u8
🇮🇳人生对抗赛,https://p.bvvvvvvv7f.com/video/renshengduikangsai/HD/index.m3u8
🇫🇷DJ特工,https://p.bvvvvvvv7f.com/video/DJtegong/HD/index.m3u8
🇮🇳珠宝大盗:神偷出马,https://p.bvvvvvvv7f.com/video/zhubaodadaoshentouchuma/HD/index.m3u8
🇯🇵凡尔赛玫瑰,https://p.bvvvvvvv7f.com/video/fanersaimeigui/中字/index.m3u8
🇬🇧我被妈妈诈骗了,https://cdn7.ryplay7.com/20250327/11712_3a83a065/index.m3u8
🇮🇩心有所约,https://v.lzcdn25.com/20250401/237_76d2b7a8/index.m3u8
🇺🇸生命清单,https://cdn7.ryplay7.com/20250329/11749_a5eb18ea/index.m3u8
🇫🇮小西伯利亚,https://cdn7.ryplay7.com/20250321/11664_05fbf3c4/index.m3u8
🇰🇷来自谁的启示,https://cdn7.ryplay7.com/20250321/11662_ae3679c1/index.m3u8
🇺🇸危城风暴:美国超级龙卷风灾难实录,https://cdn7.ryplay7.com/20250320/11590_8ff85c9c/index.m3u8
🇩🇪 魅味,https://v.lzcdn25.com/20250308/71_f847c188/index.m3u8
🇵🇭冒牌上流,https://cdn7.ryplay7.com/20250228/10916_fa1a98c4/index.m3u8
🇫🇷36总局:势不两立,https://cdn7.ryplay7.com/20250301/10956_d25d9386/index.m3u8
🇲🇽边境奇袭,https://cdn7.ryplay7.com/20250304/11128_fecd7904/index.m3u8
🇿🇦Umjolo:恋爱到底,https://cdn7.ryplay7.com/20250110/10374_96568029/index.m3u8
🇮🇹选美告急:救救意大利小姐,https://cdn7.ryplay7.com/20250227/10857_50be08bd/index.m3u8
🇯🇵鬼城杀,https://cdn7.ryplay7.com/20250228/10915_1a859bbf/index.m3u8
🇫🇷蜜月我的妈,https://cdn7.ryplay7.com/20250213/10647_c3b15a67/index.m3u8
🇵🇱婚前救急,https://cdn7.ryplay7.com/20250213/10646_398960cc/index.m3u8
🇮🇩全世界最美的女孩,https://cdn7.ryplay7.com/20250215/10672_a350b7c1/index.m3u8
🇮🇳新婚乐逃逃,https://cdn7.ryplay7.com/20250216/10683_ef029a4b/index.m3u8
🇸🇪真爱搞婚头,https://cdn7.ryplay7.com/20250216/10685_be406249/index.m3u8
🇿🇦Umjolo:无解爱情,https://cdn7.ryplay7.com/20250216/10684_b8563df9/index.m3u8
🇺🇸筑得到的幸福,https://cdn7.ryplay7.com/20250214/10657_a9567b45/index.m3u8
🇺🇸🇰🇷🇵🇱猎魔人:深渊海妖,https://cdn7.ryplay7.com/20250212/10637_cfcaaa6c/index.m3u8
🇹🇭鬼滴语2,https://cdn7.ryplay7.com/20250208/10609_74adddbe/index.m3u8
🇺🇸肚假情真,https://cdn7.ryplay7.com/20250208/10604_471722cb/index.m3u8
🇰🇷波哥大,https://cdn7.ryplay7.com/20250204/10593_52399ea2/index.m3u8
🇺🇸米歇尔·布托:美丽真心话,https://cdn7.ryplay7.com/20250102/10280_2efb6561/index.m3u8
🇱🇧🇦🇪🇺🇸孤海沙堡,https://cdn7.ryplay7.com/20250125/10505_022337c8/index.m3u8
🇺🇸重返行动,https://cdn7.ryplay7.com/20250118/10452_902ca51a/index.m3u8
🇫🇷🇧🇪救命行动,https://cdn7.ryplay7.com/20250111/10384_5268cb83/index.m3u8
🇬🇧超级无敌掌门狗:企鹅的复仇,https://cdn7.ryplay7.com/20250104/10316_8983a286/index.m3u8
🇳🇴编号24,https://svip.high21-playback.com/20250107/40919_d96720e2/index.m3u8
2025年奥斯卡获奖影片,#genre#
🗽最佳影片：阿诺拉,https://cdn7.ryplay7.com/20241219/8262_11cb90d7/index.m3u8
🗽最佳改编剧本：秘密会议,https://cdn7.ryplay7.com/20241128/7149_2ccb9056/index.m3u8
🗽最佳摄影.最佳原创配乐：粗野派,https://cdn7.ryplay7.com/20250219/10701_4857bdae/index.m3u8
🗽最佳服装设计.最佳技术指导：魔法坏女巫,https://cdn7.ryplay7.com/20250101/10268_d0b735b5/index.m3u8
🗽最佳化妆与发型设计：某种物质,https://cdn7.ryplay7.com/20241013/3681_488cabd5/index.m3u8
🗽最佳视觉效果.最佳音效：沙丘2,https://cdn1.ryplay1.com/20240803/541_ecdfd47c/index.m3u8
🗽最佳动画长片：猫猫的奇幻漂流,https://cdn7.ryplay7.com/20241001/2989_dd0d51fa/index.m3u8
🗽最佳记录长片：唯一的家园,https://cdn1.ryplay1.com/20240802/358_b039035b/index.m3u8
🗽最佳国际影片：我仍在此,https://cdn7.ryplay7.com/20250312/11333_1f1b1270/index.m3u8
🗽最佳真人短片：我不是机器人,https://mpimg.cn/view.php/5753102e406bc67bec4024b4b87903a7.mp4
🗽最佳动画短片：柏树树荫下,https://mpimg.cn/view.php/278a0385ff31e4f608ff32a72ec1679b.mp4
🗽最佳记录短片：爱乐唯她:纽约爱乐首位女团员,https://cdn7.ryplay7.com/20241206/7643_b8770da8/index.m3u8
一口气看完系列(沙雕动画),#genre#
凡小陈重生记(7小时),https://txmov2.a.kwimgs.com/upic/2023/10/02/08/BMjAyMzEwMDIwODQ0MjNfMTc3ODc1NjEyMl8xMTQwODQ0NDM2NzdfMF8z_b_B979853f23985acb8927c9cee71c709a6.mp4
为弥补遗憾带老婆孩子逆袭人生(2小时),https://txmov2.a.kwimgs.com/upic/2023/11/16/14/BMjAyMzExMTYxNDU2NTJfMzc4OTA3MTE5MV8xMTcyODExNTkyMTlfMF8z_b_B0040256f5fb7b10163c712772d34544c.mp4
对话万物.我能听到万物的心声(2小时),https://txmov2.a.kwimgs.com/upic/2023/11/20/12/BMjAyMzExMjAxMjUzMjBfMzc4OTA3MTE5MV8xMTc2MjQ3OTE3NjNfMF8z_b_Ba84422b53d7187ff60c865d509c4e8df.mp4
阳光的仕途之路(3小时),https://txmov2.a.kwimgs.com/upic/2023/11/08/12/BMjAyMzExMDgxMjU5MjlfMzc4OTA3MTE5MV8xMTY3MjA3MjI5NzNfMF8z_b_B5691421822e10fef7bd36ade0d2a2afb.mp4
和老婆一起重生.这次换我来追你(2小时),https://txmov2.a.kwimgs.com/upic/2023/11/06/11/BMjAyMzExMDYxMTAxMTBfMzc4OTA3MTE5MV8xMTY1ODU2MzYwNzdfMF8z_b_B28c735c491fa8560ed1ee6f2df3315ee.mp4
带着超级系统徒步全球(2小时),https://txmov2.a.kwimgs.com/upic/2023/11/04/20/BMjAyMzExMDQyMDAzMTFfMzc4OTA3MTE5MV8xMTY0NjEyMDE0MTdfMF8z_b_Bbb96446530e21c9dba867f859b883ff9.mp4
特种兵冷锋(2小时),https://txmov2.a.kwimgs.com/upic/2023/11/04/19/BMjAyMzExMDQxOTU5MzVfMzc4OTA3MTE5MV8xMTY0NjA3ODY4NTlfMF8z_b_B4e2ed4ce023d70b6d03bb53f789202f2.mp4
万爆系统(3小时),https://txmov2.a.kwimgs.com/upic/2024/01/29/00/BMjAyNDAxMjkwMDAxMjhfMTYzNTQ0MjQ1Nl8xMjMzODg3NDczNjNfMF8z_b_B0f98b43f6b5ad90081777d34f30c2897.mp4
穿越抄歌的故事(5小时),https://txmov2.a.kwimgs.com/upic/2023/12/31/00/BMjAyMzEyMzEwMDUzMjlfMzgwNzQ5MjA1Ml8xMjA5NTY4MDIzMzRfMF8z_b_B753303c564eb2f6fa6eddd8a38d6d34b.mp4
天灾末世生存(1小时),https://txmov2.a.kwimgs.com/upic/2024/01/07/09/BMjAyNDAxMDcwOTI2NTBfMzg1NjUwODk4OV8xMjE1Mjk2NDMxNTFfMF8z_b_Bd1efb047239a09b48f5904df0bde81c6.mp4
都市化凡(4小时),https://txmov2.a.kwimgs.com/upic/2024/02/17/18/BMjAyNDAyMTcxODIxNTFfMjIwNDQwNzg1NV8xMjUyMDU5NTAxNzhfMF8z_b_B404a351303bfd26959b752d4e559979a.mp4
男主太废材被系统抛弃(5小时),https://txmov2.a.kwimgs.com/upic/2023/11/04/14/BMjAyMzExMDQxNDA2NTBfMzc4OTA3MTE5MV8xMTY0MjkxNzI4NDZfMF8z_b_B2a9f39a02a37e872eafa8a2d0d32a961.mp4
我在修仙界卖艺(1小时),https://txmov2.a.kwimgs.com/upic/2023/11/20/12/BMjAyMzExMjAxMjU2MzFfMzc4OTA3MTE5MV8xMTc2MjUwMDI0MDZfMF8z_b_B1c26109910ad0534bf52f65c851cf73a.mp4
女娲传承种植果园(5小时),https://txmov2.a.kwimgs.com/upic/2023/11/22/16/BMjAyMzExMjIxNjU5NDBfMzc4OTA3MTE5MV8xMTc3ODQ1ODIyNDJfMF8z_b_B68b207e82e1341054229a301856b0f19.mp4
沙雕网游(4小时),https://txmov2.a.kwimgs.com/upic/2023/11/20/17/BMjAyMzExMjAxNzIyNDdfMzc4OTA3MTE5MV8xMTc2NDAzOTgwMzNfMF8z_b_B77527534a91c8f6666e6bf4710c588b6.mp4
诅咒天逆向修仙(3小时),https://txmov2.a.kwimgs.com/upic/2023/11/20/17/BMjAyMzExMjAxNzI2NTJfMzc4OTA3MTE5MV8xMTc2NDA2Nzg0MDRfMF8z_b_B96f2ffb609ccd6909241503c49f6d286.mp4
冥界小书生(7小时),https://txmov2.a.kwimgs.com/upic/2023/11/20/14/BMjAyMzExMjAxNDEwNDRfMzc4OTA3MTE5MV8xMTc2MjkzNzE2MTBfMF8z_b_B9149312d6303cd79733200b545308bf3.mp4
重生之养子逆袭(1小时),https://txmov2.a.kwimgs.com/upic/2023/11/20/13/BMjAyMzExMjAxMzI3MTRfMzc4OTA3MTE5MV8xMTc2MjY5MzM3MDlfMF8z_b_Bf6eb69ea25e4769f7ad34e2a5bb1d1aa.mp4
一口气看完系列(日本动漫),#genre#
上丨犬夜叉(7小时),https://txmov2.a.kwimgs.com/upic/2023/06/01/16/BMjAyMzA2MDExNjQ3NDdfMzM4MjgyNDQ3XzEwNDQ4NDA4MTU4OV8wXzM=_b_Bfa7160944a7458350fc17c2b51d9c1a6.mp4
下丨犬夜叉(7小时),https://txmov2.a.kwimgs.com/upic/2023/06/02/21/BMjAyMzA2MDIyMTE0NDJfMzM4MjgyNDQ3XzEwNDU4MjkzOTAxMF8wXzM=_b_B010a184f9c540b05950be2a2fad8969d.mp4
灌篮高手(4小时),https://txmov2.a.kwimgs.com/upic/2023/06/15/15/BMjAyMzA2MTUxNTIzMTFfMzM4MjgyNDQ3XzEwNTU4MDc5MzY0MF8wXzM=_b_B3beca50b28bb26909eb946c0b3f36d90.mp4
网球王子(8小时),https://txmov2.a.kwimgs.com/upic/2023/06/14/00/BMjAyMzA2MTQwMDAxNDZfMzM4MjgyNDQ3XzEwNTQ3NzQzMzIyNF8wXzM=_b_Bfadb9ff109a57ffbb7912d528ff07413.mp4
死神(3小时),https://txmov2.a.kwimgs.com/upic/2023/10/01/11/BMjAyMzEwMDExMTU2NDJfMjA3MDAyNzg0OF8xMTQwMDI4NDI5NjhfMF8z_b_B7f1f477a2502ddadbb989e7a0400f4f7.mp4
宝可梦日月(2小时),https://txmov2.a.kwimgs.com/upic/2023/11/06/13/BMjAyMzExMDYxMzMwNDlfMjY5MTY5NjQ1Nl8xMTY1OTQwMzU3MDhfMF8z_b_Bf03051846749c00ea694899da5e72133.mp4
一口气听完系列(歌手合集),#genre#
周杰伦精选120首(8小时),https://txmov2.a.kwimgs.com/upic/2023/06/18/23/BMjAyMzA2MTgyMzE1MjBfMzQ4MzI0MjA1OF8xMDU4Nzc4MzAzNjZfMF8z_b_B386baa1bb2c0c48626a830ff69393771.mp4
林俊杰精选81首(5小时),https://txmov2.a.kwimgs.com/upic/2024/01/09/12/BMjAyNDAxMDkxMjA2MDdfMzQ4MzI0MjA1OF8xMjE2Nzg4Mjk4NTZfMF8z_b_Bc9f7d3b0c4b69136e61d8328a8538bd2.mp4?clientCacheKey=3xajh8b4u5j6uva_b.mp4
潘玮柏精选28首(1小时),https://txmov2.a.kwimgs.com/upic/2021/02/18/21/BMjAyMTAyMTgyMTI0MzNfODI4NTk1NTQ0XzQ0NTk2NzM2MDU3XzJfMw==_b_B92f3c6849966ee988590af29cfd9237b.mp4?tag=1-1750435163-std-1-6qxcke5wod-82a7afd374de76aa&clientCacheKey=3xabaxhvbd3me8s_b.mp4
SHE精选40首(2小时),https://txmov2.a.kwimgs.com/upic/2023/07/30/19/BMjAyMzA3MzAxOTEyNDhfODI4NTk1NTQ0XzEwOTI2ODgxNTQyOF8yXzM=_b_B1770e5ac950c20cda3df1678ded64cbc.mp4
徐良精选30首(1小时),https://alimov2.a.kwimgs.com/upic/2024/05/08/20/BMjAyNDA1MDgyMDAyMjFfMTg1NzcxNTYxOF8xMzE5MDIyNTY0NzNfMl8z_b_B62cb1e50d6a0dea4efc3e6da93662aa4.mp4
许嵩精选30首(2小时),https://alimov2.a.kwimgs.com/upic/2020/09/14/21/BMjAyMDA5MTQyMTMzMDdfODI4NTk1NTQ0XzM2MDUzMTE1NjM5XzJfMw==_b_B789c6ea6a87d1b67019f19f16c9f71f7.mp4
汪苏泷精选20首(1小时),https://txmov2.a.kwimgs.com/upic/2020/09/30/22/BMjAyMDA5MzAyMjA3NDNfODI4NTk1NTQ0XzM2ODY2MzQxNzg4XzJfMw==_b_Bb726df27e24fda5e4d31b724d84ab8d4.mp4
陶喆精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/08/06/13/BMjAyMzA4MDYxMzEzMzhfODM0NDUzMTQ2XzEwOTgxMDA2NzAyNF8wXzM=_b_B5e5a6bf1ef67081a9a226a2f6145ea2d.mp4
陈奕迅精选34首(2小时),https://txmov2.a.kwimgs.com/upic/2022/12/22/17/BMjAyMjEyMjIxNzM3NDNfMTg1NzcxNTYxOF85MTcyMjE1NDQzNV8yXzM=_b_B16479ab3769c6fcfed15a06b75c2656e.mp4
邓紫棋精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/05/08/12/BMjAyMzA1MDgxMjIwNTNfMzQ4MzI0MjA1OF8xMDI1NjYyMjM5MDZfMF8z_b_B0675fa55fe8ce0583fb05fa02330e9f1.mp4
薛之谦精选30首(2小时),https://txmov2.a.kwimgs.com/upic/2023/07/28/13/BMjAyMzA3MjgxMzUwMzRfODM0NDUzMTQ2XzEwOTA3NjA4NDU2Nl8wXzM=_b_B480250201ec7378867d92e4d29f7a644.mp4
五月天精选37首(2小时),https://txmov2.a.kwimgs.com/upic/2021/12/07/23/BMjAyMTEyMDcyMzU2MzBfMjgwMTM4ODFfNjIzMTcwNTU3MTlfMl8z_b_Bd70a16353267a52b31d11f2cb77c6c5b.mp4
蔡依林精选102首(6小时),https://txmov2.a.kwimgs.com/upic/2025/06/12/20/BMjAyNTA2MTIyMDUzMjFfNDQzMTI2Mjg0XzE2NjY1MzM5MjYxMV8yXzM=_b_B3bed4c7c1a80388966791d398e318edd.mp4
任然精选20首(1小时),https://txmov2.a.kwimgs.com/upic/2020/09/23/14/BMjAyMDA5MjMxNDA1MjFfMTc4NDYxNDcyNl8zNjQ5NDI4NzI1Nl8yXzM=_b_B0f6d5151ab2c346816996328a0b66b78.mp4
张韶涵精选96首(6小时),https://txmov2.a.kwimgs.com/upic/2023/04/24/02/BMjAyMzA0MjQwMjA4MDlfMjE0OTExOTI2N18xMDEzNTM2NjA5OTFfMF8z_b_Baa658d527c452cd09e6dc0e9684c1bed.mp4
王心凌精选69首(4小时),https://txmov2.a.kwimgs.com/upic/2023/07/26/22/BMjAyMzA3MjYyMjExNTNfMzYxMjUyNDA3MV8xMDg5NTQ4NjE1ODlfMF8z_b_Bdded2693ce6f7de089cfd7030b45bef7.mp4
莫文蔚精选72首(5小时),https://txmov2.a.kwimgs.com/upic/2023/07/27/21/BMjAyMzA3MjcyMTQ2MjdfMzYxMjUyNDA3MV8xMDkwMzM1MjA2NTJfMF8z_b_B144de29e473911c6e9187c9d591b8943.mp4
陈慧琳精选30首(1小时),https://txmov2.a.kwimgs.com/upic/2025/02/09/20/BMjAyNTAyMDkyMDIzNTVfMTg1NzcxNTYxOF8xNTY0NDk2NjMzNTZfMl8z_b_Bd072695cb8d3a79a9d1ac8cdb5b3b3bc.mp4
